061	E	007	92.5
105	E	007	92.5
108	E	007	92.5
111	E	007	92.5
118	E	007	46.25
113	E	007	92.5
064	E	007	185
062	I	001	5025
115	E	009	0
067	E	007	185
068	E	007	92.5
124	E	007	92.5
127	E	007	92.5
128	E	007	46.25
101	E	007	92.52
131	E	007	92.5
134	E	007	46.25
135	E	007	92.5
005	E	008	780
004	E	008	370
011	E	008	0
012	E	008	830
013	E	008	780
014	E	008	770
016	E	008	185
017	E	008	185
018	E	008	185
019	E	008	185
020	E	008	185
021	E	008	185
023	E	008	400
025	E	008	400
028	E	008	770
029	E	008	185
034	E	008	780
035	E	008	370
036	E	008	830
037	E	008	720
040	E	008	370
105	E	008	400
108	E	008	400
109	E	008	500
111	E	008	370
118	E	008	185
113	E	008	400
114	E	008	500
044	E	008	400
046	E	008	830
047	E	008	400
048	E	008	370
049	E	008	400
050	E	008	0
052	E	008	400
056	E	008	185
061	E	008	370
064	E	008	720
062	I	001	5025
115	E	009	0
116	E	008	500
117	E	008	0
067	E	008	780
068	E	008	400
120	E	008	250
124	E	008	400
125	E	008	450
092	E	008	225
093	E	008	225
127	E	008	370
128	E	008	185
101	E	008	370
131	E	008	400
134	E	008	200
135	E	008	370
139	E	008	0
140	E	008	500
141	E	008	500
142	E	008	500
144	E	008	500
005	E	009	100
004	E	009	100
006	E	009	500
007	E	009	0
008	E	009	120
009	E	009	300
010	E	09 	100
011	E	009	0
012	E	009	100
013	E	009	150
014	E	009	100
015	E	009	100
016	E	009	100
017	E	009	100
018	E	009	100
019	E	009	100
020	E	009	150
021	E	009	100
022	E	009	150
023	E	009	130
024	E	009	140
025	E	009	100
026	E	009	100
027	E	009	100
028	E	009	400
029	E	009	100
030	E	009	100
031	E	009	100
032	I	001	0
033	E	009	130
034	E	009	100
078	E	009	500
035	E	009	180
036	E	009	100
037	E	009	160
039	E	009	100
040	E	009	0
042	E	009	100
044	E	009	400
045	I	001	2055
046	E	009	200
047	E	009	200
048	E	009	300
049	E	009	0
050	E	009	100
051	E	009	0
052	E	009	100
053	E	009	100
054	E	009	100
055	E	009	100
056	E	009	0
057	E	009	100
064	E	009	100
066	E	009	180
003	E	009	100
115	E	009	0
067	E	009	200
068	E	009	0
069	E	009	200
070	E	009	0
071	E	009	140
072	I	001	2145
089	I	001	2350
086	E	009	110
073	E	009	100
076	E	009	100
077	I	001	0
080	I	001	0
011	E	010	528
023	E	010	660
025	E	010	330
029	E	010	495
026	E	010	330
032	I	001	0
033	E	010	396
078	E	010	825
035	E	010	330
039	E	010	231
042	E	010	165
046	E	010	264
064	E	010	165
066	E	010	1451
076	E	010	330
077	I	001	0
003	E	011	17.2
004	E	011	25.8
005	E	011	37.35
006	E	011	52.1
007	E	011	36.15
008	E	011	17
009	E	011	39.1
010	E	011	16.5
011	E	011	15.25
012	E	011	49.3
013	E	011	37.9
014	E	011	40.8
015	E	011	36.35
016	E	011	24.15
017	E	011	23.25
018	E	011	23.95
019	E	011	21.45
020	E	011	21.45
021	E	011	21.45
022	E	011	19.8
023	E	011	18.3
024	E	011	19.5
025	E	011	18.3
026	E	011	18.6
027	E	011	15.4
028	E	011	42.5
029	E	011	21.85
030	E	011	15.6
031	E	011	16.1
032	I	001	0
033	E	011	14.9
034	E	011	33.25
078	E	011	33.85
035	E	011	21.85
036	E	011	37.3
037	E	011	20
039	E	011	13.5
040	E	011	19.25
042	E	011	12.8
108	E	011	13.5
111	E	011	13.35
118	E	011	13.4
112	E	011	11.4
043	E	011	51.35
044	E	011	34.45
045	I	001	2055
046	E	011	33.3
047	E	011	24.55
048	E	011	20.85
049	E	011	17.9
050	E	011	11.4
051	E	011	11.4
052	E	011	14.4
053	E	011	11.4
054	E	011	11.4
055	E	011	11.4
056	E	011	11.4
057	E	011	11.4
059	E	011	17.75
061	E	011	52.2
064	E	011	24
066	E	011	22.9
062	I	001	5025
067	E	011	27
068	E	011	22.3
069	E	011	46.2
070	E	011	22.1
071	E	011	15.4
072	I	001	2145
119	E	011	10.4
083	E	011	18.95
084	E	011	18.95
085	I	001	2105
086	E	011	13.25
087	E	011	11.4
088	E	011	11.4
089	I	001	2350
090	E	011	10.9
127	E	011	15.35
121	E	011	13.2
006	E	014	300
012	E	014	300
043	E	014	500
061	E	014	300
063	E	014	1000
069	E	014	300
172	I	001	1535
172	I	001	1535
172	I	001	1535
003	E	007	290
003	E	007	290
005	E	012	157
005	E	012	157
005	E	013	15
005	E	013	15
004	E	012	72.76
004	E	012	72.76
004	E	013	12
004	E	013	12
011	E	012	0
011	E	012	0
011	I	004	0
011	I	004	0
012	E	012	122.24
012	E	012	122.24
012	E	013	15
012	E	013	15
012	I	004	250
012	I	004	250
010	I	004	50
010	I	004	50
073	I	001	3740
073	I	001	3740
073	I	002	1377
073	I	002	1377
073	I	03 	200
073	I	003	200
073	I	005	765
073	I	005	765
107	I	001	2220
172	I	001	1535
077	I	001	0
080	I	001	0
074	I	001	1545
107	I	001	2220
126	I	001	1530
072	I	001	2145
115	E	009	0
072	I	001	2145
077	I	001	0
080	I	001	0
062	I	001	5025
074	I	001	1545
077	I	001	0
074	I	001	1545
074	I	001	1545
074	I	001	1545
077	I	001	0
077	I	001	0
077	I	001	0
074	I	001	1545
074	I	001	1545
074	I	001	1545
074	I	001	1545
077	I	001	0
077	I	001	0
077	I	001	0
077	I	001	0
074	I	001	1545
074	I	001	1545
074	I	001	1545
074	I	001	1545
074	I	001	1545
074	I	001	1545
074	I	001	1545
077	I	001	0
077	I	001	0
074	I	001	1545
074	I	001	1545
074	I	001	1545
074	I	001	1545
002	I	001	17100
002	I	002	5670
002	I	003	200
002	I	005	4050
002	E	009	500
041	I	001	2665
169	I	001	1245
077	I	001	0
170	I	001	1790
032	I	001	0
045	I	001	2055
091	I	001	2375
081	I	001	1490
085	I	001	2105
126	I	001	1530
080	I	001	0
089	I	001	2350
072	I	001	2145
074	I	001	1545
077	I	001	0
058	I	001	2520
062	I	001	5025
062	I	001	5025
171	I	001	2615
065	I	001	5220
060	I	001	5430
166	I	001	1350
073	I	001	3740
062	E	009	400
077	E	009	0
045	E	009	100
080	E	009	0
089	E	009	180
072	E	009	140
010	E	009	100
032	E	009	0
032	I	002	795
107	I	002	684
045	I	002	900
062	I	002	1788
115	I	002	1370.25
032	I	003	200
107	I	003	200
045	I	003	200
062	I	003	200
115	I	003	200
116	I	003	200
003	I	005	442.5
032	I	005	397.5
107	I	005	380
045	I	005	450
062	I	005	1117.5
062	E	007	185
115	E	007	92.5
078	E	008	830
062	E	008	770
110	E	008	500
115	E	008	370
002	E	012	0
005	E	012	231.95
004	E	012	72.76
012	E	012	122.24
013	E	012	238.6
014	E	012	261.87
016	E	012	39.17
017	E	012	36.38
018	E	012	36.38
019	E	012	20.68
020	E	012	66.22
021	E	012	32.16
023	E	012	160.02
025	E	012	145.22
029	E	012	36.38
034	E	012	215.33
078	E	012	273.51
035	E	012	72.76
036	E	012	343.32
037	E	012	320.05
105	E	012	130.93
108	E	012	160.02
111	E	012	133.17
118	E	012	29.9
113	E	012	346.7
043	E	012	725.4
049	E	012	148.39
067	E	012	145.52
052	E	012	61.12
056	E	012	33
061	E	012	84.39
064	E	012	157.15
002	E	014	500
002	E	013	0
013	E	013	15
014	E	013	15
016	E	013	6
019	E	013	6
018	E	013	6
020	E	013	6
021	E	013	6
017	E	013	6
023	E	013	12
025	E	013	12
029	E	013	6
034	E	013	15
036	E	013	15
035	E	013	12
037	E	013	15
105	E	013	12
108	E	013	12
118	E	013	6
111	E	013	12
112	E	013	0
113	E	013	12
043	E	013	20
049	E	013	12
067	E	013	15
052	E	013	12
050	E	013	1398.73
056	E	013	6
061	E	013	12
062	E	013	15
028	E	013	15
040	E	013	12
044	E	013	12
046	E	013	15
047	E	013	12
048	E	013	12
115	E	013	12
063	E	013	500
106	E	013	163.24
078	I	004	3445
006	I	004	2185
007	I	004	1000
010	I	004	50
013	I	004	405
014	I	004	420
015	I	004	405
029	I	004	398.07
034	I	004	250
037	I	004	250
105	I	004	250
107	I	004	250
106	I	004	250
045	I	004	41.42
053	I	004	72.16
062	I	004	516.75
028	I	004	663
046	I	004	642.75
072	I	002	802.5
072	I	003	200
072	I	005	401.25
119	I	005	260
068	E	012	130.93
068	E	013	12
074	I	002	672.5
058	I	002	960.75
077	I	002	760
074	I	003	200
058	I	003	200
077	I	003	200
074	I	005	336.25
058	I	005	336.25
077	I	005	380
002	E	007	0
002	E	008	0
028	E	012	238.6
040	E	012	132.45
044	E	012	61.12
062	E	012	354.96
046	E	012	296.78
047	E	012	72.76
048	E	012	66
115	E	012	87.27
115	I	001	3045
085	I	002	852.75
085	I	003	200
085	I	005	473.75
086	I	004	662.46
089	I	002	868.5
089	I	003	200
089	I	005	482.5
090	I	004	69.28
091	I	002	798.75
091	I	003	200
091	I	005	443.75
155	I	004	1300
131	E	012	72.76
131	E	013	12
156	I	004	1500
132	I	005	600
133	I	005	600
134	I	005	536.25
124	E	012	84.39
124	E	013	12
123	E	013	260
126	I	002	563
126	I	003	200
126	I	005	281.5
146	I	004	1800
147	I	004	1200
148	I	004	1600
127	E	012	84.39
127	E	013	6
002	I	004	300
005	I	004	135
005	E	012	238.63
004	I	004	120
008	I	004	50
009	I	004	170
017	I	004	90
022	I	004	60
023	I	004	90
025	I	004	90
032	I	001	0
105	I	005	380
067	I	004	120
048	I	004	713.9
080	I	002	672.5
080	I	005	336.25
058	I	004	120
076	I	004	50
068	I	004	80
069	I	004	120
070	I	004	65
083	I	004	600
084	I	004	600
085	I	004	600
073	I	001	3740
073	E	008	300
120	I	005	307.5
126	I	001	1530
081	I	005	260
081	I	001	1490
152	I	005	2600
154	I	005	1500
103	I	005	150
101	I	005	2340
102	I	005	297.5
149	I	005	2340
129	I	005	383.75
130	I	004	200
180	I	004	15000
134	I	004	250
156	I	005	1750
139	I	005	761.25
139	I	004	456.75
155	I	001	1390
155	I	002	520
155	I	003	200
181	I	001	1440
181	I	002	520
181	I	003	200
182	I	001	1540
182	I	002	595
182	I	003	200
183	I	001	1440
183	I	002	520
183	I	003	200
137	I	005	307.5
147	I	001	1390
147	I	002	520
147	I	003	200
077	I	001	0
108	E	009	100
118	E	009	150
092	E	009	100
139	E	009	200
185	I	001	2185
113	E	009	300
150	I	001	1440
111	E	009	160
181	E	009	100
063	I	004	26000
126	E	009	100
103	E	009	100
186	I	001	1980
107	I	001	2220
187	I	001	4300
180	I	001	4670
150	E	009	100
121	E	009	100
188	I	001	0
189	I	001	1450
190	I	001	1450
191	I	001	1875
157	I	001	2385
101	I	001	1875
192	I	001	2080
193	I	001	1620
155	E	009	100
147	E	009	100
194	I	001	2860
195	I	001	1600
197	I	001	1450
196	I	001	1450
198	I	001	2355
081	I	001	1490
093	E	009	100
205	I	001	4485
199	I	001	4670
200	I	001	0
201	I	001	2100
202	I	001	2220
204	I	001	2100
203	I	001	2100
206	I	001	0
202	E	009	170
203	E	009	170
204	E	009	210
207	I	001	4300
208	I	001	0
117	E	009	400
195	E	009	100
101	E	009	100
194	E	009	250
190	E	009	100
209	I	001	4300
210	I	001	1660
211	I	001	1980
207	E	009	400
127	E	009	200
212	I	001	1300
213	I	001	1980
214	I	001	2655
219	I	001	4670
215	I	001	1980
216	I	001	2100
213	E	009	150
211	E	009	190
217	I	001	1405
218	I	001	1405
220	I	001	1300
221	I	001	1400
222	I	001	1350
223	I	001	1350
224	I	001	2250
225	I	001	1350
226	I	001	4180
